"Name","Rating","Rarity","Preferred Position","Nation","League","Team","Price Limits","Last Sale Price","Discard Value","Contract","Untradeable","Loans","DefinitionId","IsDuplicate","IsInActive11","Alternate Positions","ExternalPrice"
"Caci","76","Common","LWB","France","Bundesliga","1. FSV Mainz 05","Min:350 Max:10000","0","0","7","true","false","236636","false","false","CB,LB,LWB,LM","500"
"De Arruabarrena","76","Common","GK","Uruguay","Liga Portugal","Arouca","Min:350 Max:10000","0","0","7","true","false","259872","false","false","GK","450"
"Embarba","76","Common","LM","Spain","LALIGA EA SPORTS","UD Almería","Min:350 Max:10000","0","0","7","true","false","219953","false","false","RM,LM,LW","450"
"Johnstone","76","Common","GK","England","Premier League","Crystal Palace","Min:350 Max:10000","0","0","7","true","false","206075","false","false","GK","500"
"Halstenberg","76","Common","CB","Germany","Bundesliga 2","Hannover 96","Min:350 Max:10000","0","0","7","true","false","210665","false","false","CB,LWB","450"
"Zentner","76","Common","GK","Germany","Bundesliga","1. FSV Mainz 05","Min:350 Max:10000","0","0","7","true","false","224251","false","false","GK","450"
"Ojeda","76","Common","RM","Argentina","MLS","Orlando City","Min:350 Max:10000","0","0","7","true","false","240744","false","false","RM,LM,RW","450"
"Jonny","76","Common","LB","Spain","Premier League","Wolves","Min:350 Max:10000","0","0","7","true","false","210455","false","false","RWB,LB,LWB","450"
"Hickelsberger","76","Common","RW","Austria","GPFBL","TSG Hoffenheim","Min:350 Max:10000","0","0","7","true","false","272337","false","false","RM,RW","450"
"Ljubičić","76","Common","RM","Austria","Bundesliga","1. FC Köln","Min:350 Max:10000","0","0","7","true","false","240916","false","false","CDM,RM,CM,RW","400"
"Damsgaard","76","Common","CAM","Denmark","Premier League","Brentford","Min:350 Max:10000","0","0","7","true","false","241508","false","false","CM,CAM,LW","450"
"Gorden","76","Rare","CB","United States","NWSL","Angel City FC","Min:650 Max:10000","0","0","7","true","false","267367","false","false","CB","700"
"Dougherty Howard","76","Common","CDM","United States","NWSL","San Diego Wave","Min:350 Max:10000","0","0","7","true","false","267298","false","false","CDM,CAM","500"
"Tete","76","Common","RB","Netherlands","Premier League","Fulham","Min:350 Max:10000","0","0","7","true","false","216266","false","false","RWB,RB","450"
"Boupendza","76","Rare","LM","Gabon","MLS","FC Cincinnati","Min:650 Max:10000","0","0","7","true","false","239910","false","false","LM,ST,LW","700"
"Louis","76","Rare","LB","Haiti","D1 Arkema","Montpellier","Min:650 Max:10000","0","0","7","true","false","265894","false","false","LB,LWB,LM","700"
"Maier","76","Common","RB","Germany","GPFBL","TSG Hoffenheim","Min:350 Max:10000","0","0","7","true","false","227300","false","false","RWB,RB,LB","450"
"Pfluger","76","Common","CM","Germany","GPFBL","SGS Essen","Min:350 Max:10000","0","0","7","true","false","265085","false","false","CDM,CM","450"
"Rosier","76","Rare","RB","France","Trendyol Süper Lig","Beşiktaş","Min:650 Max:10000","0","0","7","true","false","234730","false","false","RWB,RB","700"
"Lacroix","76","Rare","CB","France","Bundesliga","VfL Wolfsburg","Min:650 Max:10000","0","0","7","true","false","244067","false","false","CB","700"
"Gatti","76","Common","CB","Italy","Serie A TIM","Juventus","Min:350 Max:10000","0","0","7","true","false","266872","false","false","CB","450"
"Iheanacho","76","Common","ST","Nigeria","EFL Championship","Leicester City","Min:350 Max:10000","0","0","7","true","false","225719","false","false","CF,ST","450"
"Milinković-Savić","76","Rare","GK","Serbia","Serie A TIM","Torino","Min:650 Max:10000","0","0","7","true","false","224836","false","false","GK","700"
"Lallana","76","Common","CAM","England","Premier League","Brighton","Min:350 Max:10000","0","0","7","true","false","180819","false","false","CDM,CM,CAM","450"
"Dani García","76","Common","CM","Spain","LALIGA EA SPORTS","Athletic Club","Min:350 Max:10000","0","0","7","true","false","216194","false","false","CM","450"
"Harrison","76","Common","LM","England","Premier League","Everton","Min:350 Max:10000","0","0","7","true","false","232080","false","false","RM,LM,LW","450"
"Buyalskyi","76","Common","CM","Ukraine","Ukrayina Liha","Dynamo Kyiv","Min:350 Max:10000","0","0","7","true","false","244373","false","false","CM,CAM","400"
"De Cordova-Reid","76","Common","RM","Jamaica","Premier League","Fulham","Min:350 Max:10000","0","0","7","true","false","203502","false","false","RM,LM,RW","450"
"Mechele","76","Common","CB","Belgium","1A Pro League","Club Brugge","Min:350 Max:10000","0","0","7","true","false","212204","false","false","CB","550"
"Danilo","76","Common","CDM","Brazil","Premier League","Nott'm Forest","Min:350 Max:10000","0","0","7","true","false","273106","false","false","CDM,CM","450"
"Ilić","76","Common","CM","Serbia","Serie A TIM","Torino","Min:350 Max:10000","0","0","7","true","false","258683","false","false","CM,CF","450"
"Rashica","76","Rare","RM","Kosovo","Trendyol Süper Lig","Beşiktaş","Min:650 Max:10000","0","0","7","true","false","229167","false","false","RM,LM,RW","700"
"Alderete","76","Common","CB","Paraguay","LALIGA EA SPORTS","Getafe CF","Min:350 Max:10000","0","0","7","true","false","240359","false","false","CB","400"
"Traoré","76","Common","LM","Mali","D1 Arkema","En Avant Guingamp","Min:350 Max:10000","0","0","7","true","false","267660","false","false","LM,ST,LW","550"
"Figal","76","CONMEBOL Libertadores","CB","Argentina","Libertadores","Boca Juniors","Min:650 Max:10000","0","0","7","true","false","219841","false","false","RB,CB","700"
"Davidson","76","Common","LW","Brazil","CSL","Wuhan Three Towns","Min:350 Max:10000","0","0","7","true","false","237135","false","false","LM,ST,LW","450"
"Anita Marcos","76","Rare","ST","Spain","Liga F","Valencia CF","Min:650 Max:10000","0","0","7","true","false","272101","false","false","CF,ST,LW","700"
"Ane Azkona","76","Rare","RM","Spain","Liga F","Athletic Club","Min:650 Max:10000","0","0","7","true","false","271942","false","false","RM,RW","700"
"De Ketelaere","76","Common","CAM","Belgium","Serie A TIM","Bergamo Calcio","Min:350 Max:10000","0","0","7","true","false","251470","false","false","CAM,ST","450"
"Fassnacht","76","Common","RM","Switzerland","EFL Championship","Norwich","Min:350 Max:10000","0","0","7","true","false","234913","false","false","RM,CM,RW","450"
"Chiquinho","76","Common","CM","Portugal","Liga Portugal","SL Benfica","Min:350 Max:10000","0","0","7","true","false","243686","false","false","CM,CAM","450"
"Pablo Marí","76","Common","CB","Spain","Serie A TIM","Monza","Min:350 Max:10000","0","0","7","true","false","206654","false","false","CB","450"
"Nübel","76","Common","GK","Germany","Bundesliga","VfB Stuttgart","Min:350 Max:10000","0","0","7","true","false","223885","false","false","GK","450"
"Brekalo","76","Common","CF","Croatia","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","234711","false","false","LM,CF,ST,LW","450"
"Díaz","76","CONMEBOL Libertadores","CB","Chile","Libertadores","River Plate","Min:650 Max:10000","0","0","7","true","false","214436","false","false","CB","700"
"Kizer","76","Common","LM","United States","NWSL","KC Current","Min:350 Max:10000","0","0","7","true","false","267320","false","false","LM,ST,LW","800"
"Brobbey","76","Common","ST","Netherlands","Eredivisie","Ajax","Min:350 Max:10000","0","0","7","true","false","251810","false","false","CF,ST","450"
"Spierings","76","Common","CDM","Netherlands","Ligue 1 Uber Eats","Toulouse FC","Min:300 Max:5000","0","0","7","true","false","50559270","false","false","CDM,CM","400"
"Fajr","76","Common","CM","Morocco","ROSHN Saudi League","Al Wehda","Min:350 Max:10000","0","0","7","true","false","205083","false","false","CDM,RM,CM","500"
"Noppert","76","Rare","GK","Netherlands","Eredivisie","sc Heerenveen","Min:650 Max:10000","0","0","7","true","false","218212","false","false","GK","700"
"Ivanušec","76","Common","CAM","Croatia","Eredivisie","Feyenoord","Min:350 Max:10000","0","0","7","true","false","252931","false","false","CM,CAM,LW","450"
"Dest","76","Common","RB","United States","Eredivisie","PSV","Min:350 Max:10000","0","0","7","true","false","251804","false","false","RWB,RB,LB,RM","400"
"Ricci","76","Common","CDM","Italy","Serie A TIM","Torino","Min:350 Max:10000","0","0","7","true","false","253473","false","false","CDM,CM","450"
"Dorsch","76","Common","CDM","Germany","Bundesliga","FC Augsburg","Min:350 Max:10000","0","0","7","true","false","231227","false","false","CDM,CM","450"
"Černý","76","Common","RW","Czech Republic","Bundesliga","VfL Wolfsburg","Min:350 Max:10000","0","0","7","true","false","216860","false","false","RM,RW","450"
"Herrera","76","Common","CM","Venezuela","LALIGA EA SPORTS","Girona FC","Min:350 Max:10000","0","0","7","true","false","234060","false","false","CDM,CM,CAM","450"
"Ferreira","76","Common","ST","United States","MLS","FC Dallas","Min:350 Max:10000","0","0","7","true","false","241487","false","false","CAM,CF,ST","450"
"Laplacette","76","Common","RB","France","D1 Arkema","LOSC Lille","Min:350 Max:10000","0","0","7","true","false","264962","false","false","RWB,RB","450"
"Dibusz","76","Common","GK","Hungary","Magyar Liga","Ferencvárosi TC","Min:350 Max:10000","0","0","7","true","false","221610","false","false","GK","450"
"Laïdouni","76","Common","CDM","Tunisia","Bundesliga","Union Berlin","Min:350 Max:10000","0","0","7","true","false","233642","false","false","CDM,CM","450"
"Meling","76","Common","LB","Norway","3F Superliga","F.C. København","Min:350 Max:10000","0","0","7","true","false","219466","false","false","LB,LWB","450"
"Walker-Peters","76","Common","RB","England","EFL Championship","Southampton","Min:350 Max:10000","0","0","7","true","false","227927","false","false","RWB,RB,LB","450"
"Rosier","76","Rare","RB","France","Ligue 1 Uber Eats","OGC Nice","Min:550 Max:4900","0","0","7","true","false","50566378","false","false","RWB,RB","650"
"Petzelberger","76","Common","LM","Germany","Barclays WSL","Spurs","Min:350 Max:10000","0","0","7","true","false","265323","false","false","CM,LM,CAM,LW","450"
"Mandragora","76","Common","CM","Italy","Serie A TIM","Fiorentina","Min:350 Max:10000","0","0","7","true","false","225439","false","false","CDM,CM","450"
"Falcone","76","Rare","GK","Italy","Serie A TIM","Lecce","Min:650 Max:10000","0","0","7","true","false","210676","false","false","GK","700"
"Justin","76","Common","LB","England","EFL Championship","Leicester City","Min:350 Max:10000","0","0","7","true","false","231554","false","false","RB,LB,LWB","500"
"João Paulo","76","Common","CM","Brazil","MLS","Sounders FC","Min:350 Max:10000","0","0","7","true","false","205953","false","false","CDM,CM","450"
"Bailly","76","Common","CB","Ivory Coast","LALIGA EA SPORTS","Villarreal CF","Min:300 Max:5000","0","0","7","true","false","84111588","false","false","CB","450"
"Cristian Tello","76","Common","LW","Spain","ROSHN Saudi League","Al Fateh","Min:350 Max:10000","0","0","7","true","false","200315","false","false","LM,CAM,LW","400"
"Gameiro","76","Common","ST","France","Ligue 1 Uber Eats","Strasbourg","Min:350 Max:10000","0","0","7","true","false","176600","false","false","CF,ST","450"
"Pérez","76","Common","CB","Argentina","Serie A TIM","Udinese","Min:350 Max:10000","0","0","7","true","false","244206","false","false","CB","400"
"Meunier","76","Common","RB","Belgium","Bundesliga","Borussia Dortmund","Min:350 Max:10000","0","0","7","true","false","202371","false","false","RWB,RB,RM","5200"
"Hysaj","76","Common","LB","Albania","Serie A TIM","Latium","Min:350 Max:10000","0","0","7","true","false","210864","false","false","RB,LB,LWB","450"
"Gorosabel","76","Common","RB","Spain","LALIGA EA SPORTS","D. Alavés","Min:350 Max:10000","0","0","7","true","false","241049","false","false","RWB,RB","450"
"Schlupp","76","Rare","CDM","Ghana","Premier League","Crystal Palace","Min:650 Max:10000","0","0","7","true","false","200759","false","false","CDM,CM","700"
"Bayındır","76","Common","GK","Turkey","Premier League","Manchester Utd","Min:300 Max:5000","0","0","7","true","false","50575295","false","false","GK","450"
"Günok","75","Rare","GK","Turkey","Trendyol Süper Lig","Beşiktaş","Min:600 Max:10000","0","533","7","false","false","190113","false","false","GK","650"
"Cesinha","75","Rare","ST","Brazil","K League 1","Daegu FC","Min:600 Max:10000","0","533","7","false","false","225733","false","false","CAM,CF,ST,LW","950"
"Roldan","75","Common","RM","United States","MLS","Sounders FC","Min:300 Max:10000","0","266","7","false","false","226807","false","false","RM,CM,CAM,RW","450"
"Negredo","75","Common","ST","Spain","LALIGA EA SPORTS","Cádiz CF","Min:300 Max:10000","0","266","7","false","false","146439","false","false","CF,ST","500"
"Caro","75","Common","GK","Spain","LALIGA HYPERMOTION","Burgos CF","Min:300 Max:10000","0","266","7","false","false","234779","false","false","GK","450"
"Víctor Chust","75","Common","CB","Spain","LALIGA EA SPORTS","Cádiz CF","Min:300 Max:10000","0","266","7","false","false","259173","false","false","CB","450"
"Balotelli","75","Common","ST","Italy","Trendyol Süper Lig","Adana Demirspor","Min:300 Max:10000","0","266","7","false","false","186627","false","false","CF,ST","450"
"Cerci","75","Common","ST","Germany","GPFBL","1. FC Köln","Min:300 Max:10000","0","266","7","false","false","265025","false","false","CF,ST","450"
"Suárez","75","Common","ST","Colombia","LALIGA EA SPORTS","UD Almería","Min:300 Max:10000","0","266","7","false","false","245158","false","false","LM,CF,ST","550"
"Lussi","75","Common","RM","United States","NWSL","NC Courage","Min:300 Max:10000","0","266","7","false","false","267369","false","false","RM,RW","450"
"Le Guilly","75","Common","RB","France","D1 Arkema","Paris SG","Min:300 Max:10000","0","266","7","false","false","264905","false","false","RWB,RB,LB","500"
"Uth","75","Common","CAM","Germany","Bundesliga","1. FC Köln","Min:300 Max:10000","0","266","7","false","false","200318","false","false","CAM,ST","450"
"Perraud","75","Common","LB","France","Ligue 1 Uber Eats","OGC Nice","Min:300 Max:10000","0","266","7","false","false","231318","false","false","LB,LWB","450"
"Filipe Relvas","75","Common","CB","Portugal","Liga Portugal","Portimonense SC","Min:300 Max:10000","0","266","7","false","false","263897","false","false","CB,LB,CM","450"
"Eunate","75","Common","LB","Spain","Liga F","Athletic Club","Min:300 Max:10000","0","266","7","false","false","241517","false","false","LB,LWB,LM","500"
"Hugo Guillamón","75","Common","CDM","Spain","LALIGA EA SPORTS","Valencia CF","Min:300 Max:10000","0","266","7","false","false","246352","false","false","CDM","450"
"Paulo Vítor","75","Common","GK","Brazil","ROSHN Saudi League","Al Okhdood","Min:300 Max:10000","0","266","7","false","false","245783","false","false","GK","450"
"Oršić","75","Common","LW","Croatia","Trendyol Süper Lig","Trabzonspor","Min:300 Max:10000","0","0","4","true","false","221174","false","false","LM,ST,LW","450"
"Jutglà","75","Common","ST","Spain","1A Pro League","Club Brugge","Min:300 Max:10000","0","0","7","true","false","265800","false","false","CF,ST","450"
"Romero","75","Common","GK","Germany","Schweizer Damen Liga","FC Zürich","Min:300 Max:10000","0","0","7","true","false","275889","false","false","GK","450"
"Stringer","75","Common","CDM","England","Barclays WSL","West Ham","Min:300 Max:10000","0","0","7","true","false","265297","false","false","CDM,CM","450"
"Sarri","75","Common","LM","Greece","Barclays WSL","Brighton","Min:300 Max:10000","0","0","7","true","false","265217","false","false","CM,LM,ST,LW","500"
"Sudakov","75","Common","CAM","Ukraine","Ukrayina Liha","Shakhtar Donetsk","Min:300 Max:10000","0","0","7","true","false","259913","false","false","CM,CAM","450"
"Larin","75","Common","ST","Canada","LALIGA EA SPORTS","RCD Mallorca","Min:300 Max:10000","0","0","7","true","false","226777","false","false","CF,ST","400"
"Bailey","75","Common","RB","United States","NWSL","Washington Spirit","Min:300 Max:10000","0","0","7","true","false","267250","false","false","RWB,RB","550"
"Lauder","75","Common","LB","Scotland","Scottish Women's League","Glasgow City FC","Min:300 Max:10000","0","0","7","true","false","245891","false","false","LB,LWB,LM","450"
"Martínez","75","Common","ST","Venezuela","MLS","Inter Miami CF","Min:300 Max:10000","0","0","7","true","false","207877","false","false","CF,ST","600"
"Ogbu","75","Rare","CB","Nigeria","Česká Liga","Slavia Praha","Min:600 Max:10000","0","0","7","true","false","242635","false","false","CB","750"
"Albert","75","Common","CM","United States","D1 Arkema","Paris SG","Min:300 Max:10000","0","0","7","true","false","273946","false","false","CM","450"
"Anton","75","Common","CB","Germany","Bundesliga","VfB Stuttgart","Min:300 Max:10000","0","0","7","true","false","229476","false","false","CB","450"
"Falk","75","Common","CM","Denmark","3F Superliga","F.C. København","Min:300 Max:10000","0","0","7","true","false","201303","false","false","CDM,CM","450"
"Kenedy","75","Common","LM","Brazil","LALIGA HYPERMOTION","R. Valladolid CF","Min:300 Max:10000","0","0","7","true","false","215639","false","false","RM,LM,LW","450"
"Uduokhai","75","Common","CB","Germany","Bundesliga","FC Augsburg","Min:300 Max:10000","0","0","7","true","false","232144","false","false","CB","450"
"Dennis","75","Common","ST","Nigeria","Trendyol Süper Lig","Başakşehir","Min:300 Max:5000","0","0","7","true","false","50570663","false","false","CF,ST,LW","500"
"Ávalos","75","CONMEBOL Libertadores","ST","Paraguay","Libertadores","Argentinos Jrs.","Min:600 Max:10000","0","0","7","true","false","226286","false","false","CF,ST","2100"
"Andrei Girotto","75","Common","CB","Brazil","ROSHN Saudi League","Al Taawoun","Min:300 Max:10000","0","0","7","true","false","226515","false","false","CB,CDM","500"
"van Ewijk","75","Rare","RWB","Netherlands","EFL Championship","Coventry City","Min:600 Max:10000","0","0","7","true","false","251626","false","false","RWB,RB","700"
"Silva","75","CONMEBOL Libertadores","RM","Uruguay","Libertadores","Olimpia","Min:600 Max:10000","0","0","7","true","false","218868","false","false","RM,CM,RW","4800"
"Kumbulla","75","Common","CB","Albania","Serie A TIM","Roma FC","Min:300 Max:10000","0","0","7","true","false","245426","false","false","CB","450"
"Silva","75","CONMEBOL Sudamericana","CAM","Colombia","Sudamericana","Millonarios","Min:300 Max:10000","0","0","7","true","false","214378","false","false","CM,LM,CAM","700"
"Losilla","75","Common","CDM","France","Bundesliga","VfL Bochum","Min:300 Max:10000","0","0","7","true","false","199288","false","false","CB,CDM,CM","450"
"Mykolenko","75","Common","LB","Ukraine","Premier League","Everton","Min:300 Max:10000","0","0","7","true","false","244380","false","false","LB,LWB","450"
"Nketiah","75","Common","ST","England","Premier League","Arsenal","Min:300 Max:10000","0","0","7","true","false","236988","false","false","CF,ST","450"
"Juan Jesus","75","Common","CB","Brazil","Serie A TIM","Napoli FC","Min:300 Max:10000","0","0","7","true","false","200752","false","false","CB","600"
"Olij","75","Common","GK","Netherlands","Eredivisie","Sparta Rotterdam","Min:300 Max:10000","0","0","7","true","false","224241","false","false","GK","450"
"Čvančara","75","Common","ST","Czech Republic","Bundesliga","M'gladbach","Min:300 Max:10000","0","0","7","true","false","246919","false","false","CF,RW,ST","450"
"Lührßen","75","Common","LM","Germany","GPFBL","SV Werder Bremen","Min:300 Max:10000","0","0","7","true","false","265121","false","false","LB,LM,LW","450"
"Marmoush","75","Common","ST","Egypt","Bundesliga","Frankfurt","Min:300 Max:10000","0","0","7","true","false","256675","false","false","LM,CF,ST","450"
"Szymański","75","Common","CDM","Poland","Hellas Liga","AEK Athens","Min:300 Max:10000","0","0","7","true","false","223779","false","false","CDM,CM","450"
"Eggestein","75","Common","CDM","Germany","Bundesliga","SC Freiburg","Min:300 Max:10000","0","0","7","true","false","226168","false","false","CDM,CM","500"
"Ulbrich","75","Common","CB","Germany","GPFBL","SV Werder Bremen","Min:300 Max:10000","0","0","7","true","false","265119","false","false","CB","450"
"Kempf","75","Rare","CB","Germany","Bundesliga 2","Hertha BSC","Min:600 Max:10000","0","0","7","true","false","210719","false","false","CB","650"
"Kalvach","75","Common","CDM","Czech Republic","Česká Liga","Viktoria Plzeň","Min:300 Max:10000","0","0","7","true","false","251221","false","false","CDM,CM","450"
"Yates","75","Common","CDM","England","Premier League","Nott'm Forest","Min:300 Max:10000","0","0","7","true","false","235642","false","false","CDM,CM","450"
"Grabara","75","Common","GK","Poland","3F Superliga","F.C. København","Min:300 Max:10000","0","0","7","true","false","228383","false","false","GK","450"
"Montefusco","75","Common","CB","United States","NWSL","Orlando Pride","Min:300 Max:10000","0","0","7","true","false","267291","false","false","CB","450"
"Paulo Oliveira","75","Common","CB","Portugal","Liga Portugal","SC Braga","Min:300 Max:10000","0","0","7","true","false","210679","false","false","CB","450"
"Moleiro","75","Common","LM","Spain","LALIGA EA SPORTS","UD Las Palmas","Min:300 Max:10000","0","0","7","true","false","264388","false","false","CM,LM,CAM,LW","450"
"Raskin","75","Common","CM","Belgium","cinch Prem","Rangers","Min:300 Max:10000","0","0","7","true","false","239810","false","false","CDM,CM","450"
"Yarmolenko","75","Common","RM","Ukraine","Ukrayina Liha","Dynamo Kyiv","Min:300 Max:10000","0","0","7","true","false","194794","false","false","RM,RW,ST","400"
"Dolberg","75","Common","ST","Denmark","1A Pro League","RSC Anderlecht","Min:300 Max:10000","0","0","7","true","false","228687","false","false","CF,ST","450"
"Holland","75","Common","CM","Wales","Barclays WSL","Liverpool","Min:300 Max:10000","0","0","7","true","false","266922","false","false","CM","450"
"Roberts","75","Common","RB","Wales","Premier League","Burnley","Min:300 Max:10000","0","0","7","true","false","225147","false","false","RWB,RB","450"
"Huitema","75","Common","ST","Canada","NWSL","Seattle Reign","Min:300 Max:10000","0","0","7","true","false","247512","false","false","CF,ST","450"
"Morato","75","Common","CB","Brazil","Liga Portugal","SL Benfica","Min:300 Max:10000","0","0","7","true","false","256008","false","false","CB","450"
"Rubén Duarte","75","Common","LB","Spain","LALIGA EA SPORTS","D. Alavés","Min:300 Max:10000","0","0","7","true","false","226637","false","false","LB,LWB","450"
"Andrew","75","Common","GK","Brazil","Liga Portugal","Gil Vicente","Min:300 Max:10000","0","0","7","true","false","263673","false","false","GK","450"
"Solari","75","CONMEBOL Libertadores","RM","Argentina","Libertadores","River Plate","Min:600 Max:10000","0","0","7","true","false","256509","false","false","RM,LM,RW,ST","650"
"Mauro Júnior","75","Common","RB","Brazil","Eredivisie","PSV","Min:300 Max:10000","0","0","7","true","false","241509","false","false","RWB,RB,LB,CAM","450"
"Soumaré","75","Common","CDM","France","LALIGA EA SPORTS","Sevilla FC","Min:300 Max:5000","0","0","7","true","false","50571465","false","false","CDM,CM","450"
"Kirchberger","75","Rare","CB","Austria","GPFBL","Frankfurt","Min:600 Max:10000","0","0","7","true","false","264956","false","false","CB","700"
"Kahveci","75","Common","RW","Turkey","Trendyol Süper Lig","Fenerbahçe","Min:300 Max:10000","0","0","7","true","false","225403","false","false","RM,CM,CAM,RW","400"
"Silva","75","CONMEBOL Libertadores","GK","Uruguay","Libertadores","Libertad","Min:600 Max:10000","0","0","7","true","false","198653","false","false","GK","950"
"Joaquín","75","Common","CB","Spain","Trendyol Süper Lig","Trabzonspor","Min:300 Max:10000","0","0","7","true","false","232132","false","false","CB,CDM","500"
"Eric García","75","Common","CB","Spain","LALIGA EA SPORTS","Girona FC","Min:300 Max:5000","0","0","7","true","false","50576685","false","false","CB,CDM","450"
"Mateta","75","Common","ST","France","Premier League","Crystal Palace","Min:300 Max:10000","0","0","7","true","false","236461","false","false","CF,ST","500"
"Vinícius","75","Common","ST","Brazil","Premier League","Fulham","Min:300 Max:10000","0","0","7","true","false","244621","false","false","CF,ST","4000"
"Fernández","75","CONMEBOL Libertadores","CM","Argentina","Libertadores","Boca Juniors","Min:600 Max:10000","0","0","7","true","false","211269","false","false","CM","650"
"Denis Suárez","75","Common","CM","Spain","LALIGA EA SPORTS","Villarreal CF","Min:300 Max:10000","0","0","7","true","false","205192","false","false","CDM,CM,CAM","450"
"Bijol","75","Common","CB","Slovenia","Serie A TIM","Udinese","Min:300 Max:10000","0","0","7","true","false","244238","false","false","CB,CDM","450"
"Cantwell","75","Common","CAM","England","cinch Prem","Rangers","Min:300 Max:10000","0","0","7","true","false","225748","false","false","CM,CAM,CF","450"
"Dina Ebimbe","75","Common","RM","France","Bundesliga","Frankfurt","Min:300 Max:10000","0","0","7","true","false","248573","false","false","RWB,RM,CM,RW","450"
"Iván Jaime","75","Common","LM","Spain","Liga Portugal","FC Porto","Min:300 Max:5000","0","0","7","true","false","50577718","false","false","LM,CAM,ST,LW","450"
"Rony Lopes","75","Common","RM","Portugal","Liga Portugal","SC Braga","Min:300 Max:10000","0","0","7","true","false","212692","false","false","RM,RW,ST","450"
"Cardia","75","Common","RM","France","D1 Arkema","Havre AC","Min:300 Max:10000","0","0","7","true","false","265865","false","false","RM,RW,ST","450"
"Sandro","75","Common","ST","Spain","LALIGA EA SPORTS","UD Las Palmas","Min:300 Max:10000","0","0","7","true","false","217731","false","false","LM,CF,ST","450"
"Tenaglia","75","Common","RB","Argentina","LALIGA EA SPORTS","D. Alavés","Min:300 Max:10000","0","0","7","true","false","240953","false","false","RWB,RB,CB","450"
"Ito","75","Rare","CB","Japan","Bundesliga","VfB Stuttgart","Min:600 Max:10000","0","0","7","true","false","234205","false","false","CB,CDM","700"
"Murić","75","Rare","GK","Kosovo","Premier League","Burnley","Min:600 Max:10000","0","0","7","true","false","233164","false","false","GK","700"
"Boga","75","Common","LM","Ivory Coast","Ligue 1 Uber Eats","OGC Nice","Min:300 Max:10000","0","0","7","true","false","224422","false","false","LM,CF,LW","400"
"Kouyaté","75","Common","CDM","Senegal","Premier League","Nott'm Forest","Min:300 Max:10000","0","0","7","true","false","186801","false","false","CB,CDM,CM","400"
"Kamiński","75","Common","LW","Poland","Bundesliga","VfL Wolfsburg","Min:300 Max:10000","0","0","7","true","false","252495","false","false","LB,LM,LW","450"
"Ngadeu","75","Common","CB","Cameroon","CSL","Beijing FC","Min:300 Max:10000","0","0","7","true","false","236690","false","false","CB","450"
"Lamptey","75","Common","RB","Ghana","Premier League","Brighton","Min:300 Max:10000","0","0","7","true","false","242418","false","false","RWB,RB","450"
"Moralez","75","Common","CAM","Argentina","MLS","New York City FC","Min:300 Max:10000","0","0","7","true","false","183895","false","false","CM,CAM","450"
"Real","75","Common","RB","Ecuador","Liga F","Valencia CF","Min:300 Max:10000","0","0","7","true","false","272089","false","false","RWB,RB","450"
"Ejuke","75","Rare","LM","Nigeria","1A Pro League","Royal Antwerp FC","Min:600 Max:10000","0","0","7","true","false","238050","false","false","LM,LW","700"
"Sharahili","75","Common","CB","Saudi Arabia","ROSHN Saudi League","Al Ittihad","Min:300 Max:10000","0","0","7","true","false","221658","false","false","CB","450"
"Berge","75","Common","CM","Norway","Premier League","Burnley","Min:300 Max:10000","0","0","7","true","false","228092","false","false","CM","500"
"Lázaro","75","Common","LM","Brazil","LALIGA EA SPORTS","UD Almería","Min:300 Max:10000","0","0","7","true","false","271673","false","false","RM,LM,ST,LW","450"
"Ndiaye","75","Rare","CM","Senegal","Trendyol Süper Lig","Adana Demirspor","Min:600 Max:10000","0","0","7","true","false","221000","false","false","CDM,CM","800"
"Gyökeres","75","Common","ST","Sweden","Liga Portugal","Sporting CP","Min:300 Max:10000","0","0","7","true","false","241651","false","false","CF,ST","450"
"Declercq","75","Common","CDM","France","D1 Arkema","Dijon FCO","Min:300 Max:10000","0","0","7","true","false","265878","false","false","CDM,CM","450"
"Pavlović","75","Common","CB","Serbia","Ö. Bundesliga","RB Salzburg","Min:300 Max:10000","0","0","7","true","false","254840","false","false","CB","450"
"Fontaine","75","Common","LW","France","D1 Arkema","FC Fleury 91","Min:300 Max:10000","0","0","7","true","false","268261","false","false","LM,LW","450"
"Bülter","75","Common","LM","Germany","Bundesliga","TSG Hoffenheim","Min:300 Max:10000","0","0","7","true","false","244390","false","false","LM,ST,LW","450"
"Mammana","75","Rare","CB","Argentina","LPF","Vélez Sarsfield","Min:550 Max:4900","0","0","7","true","false","50553199","false","false","RB,CB","650"
"Gouweleeuw","75","Common","CB","Netherlands","Bundesliga","FC Augsburg","Min:300 Max:10000","0","0","7","true","false","202201","false","false","CB","450"
"Origi","75","Common","ST","Belgium","Premier League","Nott'm Forest","Min:300 Max:5000","0","0","7","true","false","50544783","false","false","CF,ST,LW","450"
"Chabot","75","Common","CB","Germany","Bundesliga","1. FC Köln","Min:300 Max:10000","0","0","7","true","false","239340","false","false","CB","450"
"Dituro","75","Common","GK","Argentina","LALIGA HYPERMOTION","Elche CF","Min:300 Max:5000","0","0","7","true","false","50539583","false","false","GK","400"
"Stach","75","Rare","CM","Germany","Bundesliga","TSG Hoffenheim","Min:550 Max:4900","0","0","7","true","false","50588839","false","false","CDM,CM,CF","650"
